Event_ID,Employee_ID,Business_Process,Step_Name,Milestone,Due_Date,Status,Completed_Date,Assigned_To_Role
BP-91378,EMP7105,Onboarding,90-day survey,Day 90,2026-10-18,Completed,2026-10-26,HR
BP-91379,EMP7106,Onboarding,Laptop issued,Day 1,24/07/2026,In Progress,,Payroll
BP-91380,EMP7106,Onboarding,Email + SSO access,Day 1,2026-07-11,In Progress,,Payroll
BP-91381,EMP7106,Onboarding,Building badge,Day 1,2026-07-24,Completed,2026-08-07,HR
BP-91382,EMP7106,Onboarding,Team introduction,Day 1,2026-08-07,Completed,2026-08-04,Payroll
BP-91383,EMP7106,Onboarding,Compliance training assigned,Day 7,2026-08-06,Completed,2026-08-04,Manager
BP-91384,EMP7106,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-25,Not Started,,HR
BP-91385,EMP7106,Onboarding,First 1:1 scheduled,Day 7,2026-07-28,Not Started,,Payroll
BP-91386,EMP7106,Onboarding,Role goals set,Day 30,2026-08-11,Completed,2026-08-15,Manager
BP-91387,EMP7106,Onboarding,Compliance Document signed,Day 30,2026-08-12,In Progress,,HR
BP-91388,EMP7106,Onboarding,30-day check-in,Day 30,2026-08-19,Completed,2026-09-04,IT
BP-91389,EMP7106,Onboarding,Mid-probation review,Day 60,2026-09-08,Completed,2026-09-03,HR
BP-91390,EMP7106,Onboarding,Probation decision,Day 90,2026-10-20,Escalated,,IT
BP-91391,EMP7106,Onboarding,90-day survey,Day 90,2026-10-27,Completed,2026-11-05,Payroll
BP-91392,EMP7107,Onboarding,Laptop issued,Day 1,2026-05-04,Completed,2026-05-11,Payroll
BP-91393,EMP7107,Onboarding,Email + SSO access,Day 1,2026-05-14,Completed,2026-05-20,IT
BP-91394,EMP7107,Onboarding,Building badge,Day 1,2026-05-23,Completed,2026-05-22,Manager
BP-91395,EMP7107,Onboarding,Team introduction,Day 1,2026-05-11,Completed,2026-05-09,Payroll
BP-91396,EMP7107,Onboarding,Compliance training assigned,Day 7,2026-06-05,Completed,2026-06-18,IT
BP-91397,EMP7107,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-13,Completed,2026-05-26,Manager
BP-91398,EMP7107,Onboarding,First 1:1 scheduled,Day 7,2026-05-29,Completed,2026-06-02,Manager
BP-91399,EMP7107,Onboarding,Role goals set,Day 30,2026-06-16,Not Started,,Payroll
BP-91400,EMP7107,Onboarding,Compliance Document signed,Day 30,2026-06-03,Completed,2026-06-07,Manager
BP-91401,EMP7107,Onboarding,30-day check-in,Day 30,2026-06-22,In Progress,,Payroll
BP-91402,EMP7107,Onboarding,Mid-probation review,Day 60,2026-07-23,Completed,2026-07-17,IT
BP-91403,EMP7107,Onboarding,Probation decision,Day 90,2026-08-05,Completed,2026-08-03,Manager
BP-91404,EMP7107,Onboarding,90-day survey,Day 90,2026-08-02,Completed,2026-08-20,Manager
BP-91405,EMP7108,Onboarding,Laptop issued,Day 1,2026-08-14,In Progress,,IT
BP-91406,EMP7108,Onboarding,Email + SSO access,Day 1,2026-08-15,Not Started,,IT
BP-91407,EMP7108,Onboarding,Building badge,Day 1,2026-08-15,Not Started,,Manager
BP-91408,EMP7108,Onboarding,Team introduction,Day 1,02/08/2026,Completed,2026-08-15,Manager
BP-91409,EMP7108,Onboarding,Compliance training assigned,Day 7,2026-08-12,In Progress,,IT
BP-91410,EMP7108,Onboarding,Policy handbook acknowledgement,Day 7,2026-08-01,Escalated,,Manager
BP-91411,EMP7108,Onboarding,First 1:1 scheduled,Day 7,2026-07-31,Completed,2026-07-31,Manager
BP-91412,EMP7108,Onboarding,Role goals set,Day 30,2026-09-04,Completed,2026-09-16,HR
BP-91413,EMP7108,Onboarding,Compliance Document signed,Day 30,2026-08-20,Completed,2026-09-04,Payroll
BP-91414,EMP7108,Onboarding,30-day check-in,Day 30,2026-09-15,Completed,2026-09-22,Payroll
BP-91415,EMP7108,Onboarding,Mid-probation review,Day 60,2026-09-24,Completed,2026-10-05,IT
BP-91416,EMP7108,Onboarding,Probation decision,Day 90,2026-10-23,Completed,2026-11-03,Payroll
BP-91417,EMP7108,Onboarding,90-day survey,Day 90,2026-11-12,Completed,2026-11-25,Manager
BP-91418,EMP7109,Onboarding,Laptop issued,Day 1,2026-06-08,Completed,2026-06-06,IT
BP-91419,EMP7109,Onboarding,Email + SSO access,Day 1,2026-06-04,In Progress,,Manager
BP-91420,EMP7109,Onboarding,Building badge,Day 1,2026-05-30,Completed,2026-06-08,IT
BP-91421,EMP7109,Onboarding,Team introduction,Day 1,2026-06-08,In Progress,,Payroll
BP-91422,EMP7109,Onboarding,Compliance training assigned,Day 7,2026-06-19,Escalated,,Payroll
BP-91423,EMP7109,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-02,Completed,2026-06-06,Manager
BP-91424,EMP7109,Onboarding,First 1:1 scheduled,Day 7,2026-05-30,Completed,2026-06-05,Manager
BP-91425,EMP7109,Onboarding,Role goals set,Day 30,2026-06-13,Completed,2026-06-10,IT
BP-91426,EMP7109,Onboarding,Compliance Document signed,Day 30,2026-07-10,Not Started,,HR
BP-91427,EMP7109,Onboarding,30-day check-in,Day 30,2026-06-27,Completed,2026-06-23,IT
BP-91428,EMP7109,Onboarding,Mid-probation review,Day 60,2026-08-03,Completed,2026-08-10,Payroll
BP-91429,EMP7109,Onboarding,Probation decision,Day 90,2026-08-29,Not Started,,Manager
BP-91430,EMP7109,Onboarding,90-day survey,Day 90,2026-09-01,In Progress,,Manager
BP-91431,EMP7110,Onboarding,Laptop issued,Day 1,2026-07-26,In Progress,,HR
BP-91432,EMP7110,Onboarding,Email + SSO access,Day 1,2026-07-27,Completed,2026-07-31,IT
BP-91433,EMP7110,Onboarding,Building badge,Day 1,2026-07-26,In Progress,,Manager
BP-91434,EMP7110,Onboarding,Team introduction,Day 1,2026-07-30,Not Started,,IT
BP-91435,EMP7110,Onboarding,Compliance training assigned,Day 7,2026-08-10,Completed,2026-08-12,Payroll
BP-91436,EMP7110,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-17,In Progress,,Payroll
BP-91437,EMP7110,Onboarding,First 1:1 scheduled,Day 7,21/07/2026,Completed,2026-07-24,Payroll
BP-91438,EMP7110,Onboarding,Role goals set,Day 30,2026-09-02,In Progress,,IT
BP-91439,EMP7110,Onboarding,Compliance Document signed,Day 30,2026-08-21,Completed,2026-08-26,IT
BP-91440,EMP7110,Onboarding,30-day check-in,Day 30,2026-08-20,Completed,2026-08-23,Payroll
BP-91441,EMP7110,Onboarding,Mid-probation review,Day 60,2026-09-29,Completed,2026-09-28,HR
BP-91442,EMP7110,Onboarding,Probation decision,Day 90,2026-10-28,Completed,2026-11-07,Payroll
BP-91443,EMP7110,Onboarding,90-day survey,Day 90,2026-11-06,Not Started,,Payroll
BP-91444,EMP7111,Onboarding,Laptop issued,Day 1,2026-06-25,Completed,2026-06-20,IT
BP-91445,EMP7111,Onboarding,Email + SSO access,Day 1,2026-06-03,Completed,2026-06-12,IT
BP-91446,EMP7111,Onboarding,Building badge,Day 1,2026-05-30,Completed,2026-06-12,Manager
BP-91447,EMP7111,Onboarding,Team introduction,Day 1,2026-06-16,In Progress,,Manager
BP-91448,EMP7111,Onboarding,Compliance training assigned,Day 7,2026-06-12,Completed,2026-06-26,Manager
BP-91449,EMP7111,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-22,Completed,2026-06-24,Manager
BP-91450,EMP7111,Onboarding,First 1:1 scheduled,Day 7,2026-06-22,Completed,2026-06-24,Payroll
BP-91451,EMP7111,Onboarding,Role goals set,Day 30,2026-07-22,In Progress,,Payroll
BP-91452,EMP7111,Onboarding,Compliance Document signed,Day 30,2026-07-19,Not Started,,HR
BP-91453,EMP7111,Onboarding,30-day check-in,Day 30,2026-07-07,In Progress,,IT
BP-91454,EMP7111,Onboarding,Mid-probation review,Day 60,2026-08-01,In Progress,,IT
BP-91455,EMP7111,Onboarding,Probation decision,Day 90,2026-09-06,Completed,2026-09-04,Manager
BP-91456,EMP7111,Onboarding,90-day survey,Day 90,2026-09-15,Completed,2026-10-03,HR
BP-91457,EMP7112,Onboarding,Laptop issued,Day 1,2026-07-07,Completed,2026-06-30,IT
BP-91458,EMP7112,Onboarding,Email + SSO access,Day 1,2026-07-16,Completed,2026-08-02,HR
BP-91459,EMP7112,Onboarding,Building badge,Day 1,2026-07-17,Escalated,,Payroll
BP-91460,EMP7112,Onboarding,Team introduction,Day 1,2026-07-20,In Progress,,Payroll
BP-91461,EMP7112,Onboarding,Compliance training assigned,Day 7,2026-07-22,Completed,2026-07-22,Payroll
BP-91462,EMP7112,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-22,In Progress,,Manager
BP-91463,EMP7112,Onboarding,First 1:1 scheduled,Day 7,2026-07-17,Completed,2026-07-20,Payroll
BP-91464,EMP7112,Onboarding,Role goals set,Day 30,2026-08-16,Completed,2026-08-24,IT
BP-91465,EMP7112,Onboarding,Compliance Document signed,Day 30,2026-08-09,Not Started,,IT
BP-91466,EMP7112,Onboarding,30-day check-in,Day 30,02/08/2026,Completed,2026-08-06,IT
BP-91467,EMP7112,Onboarding,Mid-probation review,Day 60,2026-09-14,In Progress,,Manager
BP-91468,EMP7112,Onboarding,Probation decision,Day 90,2026-10-16,Escalated,,HR
BP-91469,EMP7112,Onboarding,90-day survey,Day 90,2026-10-23,Completed,2026-11-04,HR
BP-91470,EMP7113,Onboarding,Laptop issued,Day 1,2026-07-13,In Progress,,HR
BP-91471,EMP7113,Onboarding,Email + SSO access,Day 1,2026-07-16,Escalated,,Manager
BP-91472,EMP7113,Onboarding,Building badge,Day 1,2026-07-03,Not Started,,Manager
BP-91473,EMP7113,Onboarding,Team introduction,Day 1,2026-07-24,In Progress,,Payroll
BP-91474,EMP7113,Onboarding,Compliance training assigned,Day 7,2026-07-17,Completed,2026-07-20,Manager
BP-91475,EMP7113,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-05,Completed,2026-07-01,IT
BP-91476,EMP7113,Onboarding,First 1:1 scheduled,Day 7,2026-07-28,Completed,2026-08-02,IT
BP-91477,EMP7113,Onboarding,Role goals set,Day 30,2026-08-20,Completed,2026-09-01,HR
BP-91478,EMP7113,Onboarding,Compliance Document signed,Day 30,2026-08-20,Completed,2026-08-20,IT
BP-91479,EMP7113,Onboarding,30-day check-in,Day 30,2026-08-13,Completed,2026-08-13,HR
BP-91480,EMP7113,Onboarding,Mid-probation review,Day 60,2026-09-04,Completed,2026-08-30,HR
BP-91481,EMP7113,Onboarding,Probation decision,Day 90,2026-09-28,Completed,2026-09-27,IT
BP-91482,EMP7113,Onboarding,90-day survey,Day 90,2026-10-06,In Progress,,Manager
BP-91483,EMP7114,Onboarding,Laptop issued,Day 1,2026-07-11,Not Started,,Payroll
BP-91484,EMP7114,Onboarding,Email + SSO access,Day 1,2026-07-04,Completed,2026-07-04,HR
BP-91485,EMP7114,Onboarding,Building badge,Day 1,2026-06-28,Completed,2026-07-15,IT
BP-91486,EMP7114,Onboarding,Team introduction,Day 1,2026-07-19,In Progress,,HR
BP-91487,EMP7114,Onboarding,Compliance training assigned,Day 7,2026-07-24,Completed,2026-08-08,Manager
BP-91488,EMP7114,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-29,Completed,2026-07-22,Payroll
BP-91489,EMP7114,Onboarding,First 1:1 scheduled,Day 7,2026-07-14,In Progress,,IT
BP-91490,EMP7114,Onboarding,Role goals set,Day 30,2026-08-23,Completed,2026-08-28,IT
BP-91491,EMP7114,Onboarding,Compliance Document signed,Day 30,2026-08-17,Not Started,,Payroll
BP-91492,EMP7114,Onboarding,30-day check-in,Day 30,2026-08-08,Not Started,,HR
BP-91493,EMP7114,Onboarding,Mid-probation review,Day 60,2026-09-02,Completed,2026-09-12,Payroll
BP-91494,EMP7114,Onboarding,Probation decision,Day 90,2026-10-11,Not Started,,IT
BP-91495,EMP7114,Onboarding,90-day survey,Day 90,10/10/2026,Completed,2026-10-09,Payroll
BP-91496,EMP7115,Onboarding,Laptop issued,Day 1,2026-08-01,Completed,2026-08-03,Manager
BP-91497,EMP7115,Onboarding,Email + SSO access,Day 1,2026-08-02,Escalated,,HR
BP-91498,EMP7115,Onboarding,Building badge,Day 1,2026-08-06,Completed,2026-08-04,HR
BP-91499,EMP7115,Onboarding,Team introduction,Day 1,2026-07-11,Completed,2026-07-09,IT
BP-91500,EMP7115,Onboarding,Compliance training assigned,Day 7,2026-07-28,Completed,2026-07-28,Payroll
BP-91501,EMP7115,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-29,In Progress,,IT
BP-91502,EMP7115,Onboarding,First 1:1 scheduled,Day 7,2026-08-05,Completed,2026-08-07,Manager
BP-91503,EMP7115,Onboarding,Role goals set,Day 30,2026-08-21,Not Started,,HR
BP-91504,EMP7115,Onboarding,Compliance Document signed,Day 30,2026-09-05,Completed,2026-09-22,HR
BP-91505,EMP7115,Onboarding,30-day check-in,Day 30,2026-08-17,Completed,2026-08-31,IT
BP-91506,EMP7115,Onboarding,Mid-probation review,Day 60,2026-10-01,Completed,2026-09-23,Payroll
BP-91507,EMP7115,Onboarding,Probation decision,Day 90,2026-10-31,Not Started,,Payroll
BP-91508,EMP7115,Onboarding,90-day survey,Day 90,2026-10-27,Not Started,,HR
BP-91509,EMP7116,Onboarding,Laptop issued,Day 1,2026-06-18,In Progress,,Manager
BP-91510,EMP7116,Onboarding,Email + SSO access,Day 1,2026-06-19,Not Started,,IT
BP-91511,EMP7116,Onboarding,Building badge,Day 1,2026-07-08,Not Started,,Payroll
BP-91512,EMP7116,Onboarding,Team introduction,Day 1,2026-06-27,Completed,2026-07-03,Manager
BP-91513,EMP7116,Onboarding,Compliance training assigned,Day 7,2026-06-16,Completed,2026-06-16,IT
BP-91514,EMP7116,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-18,Escalated,,HR
BP-91515,EMP7116,Onboarding,First 1:1 scheduled,Day 7,2026-06-25,Completed,2026-06-22,Manager
BP-91516,EMP7116,Onboarding,Role goals set,Day 30,2026-07-29,Completed,2026-08-15,Manager
BP-91517,EMP7116,Onboarding,Compliance Document signed,Day 30,2026-08-03,Completed,2026-08-03,Payroll
BP-91518,EMP7116,Onboarding,30-day check-in,Day 30,2026-08-04,Escalated,,Manager
BP-91519,EMP7116,Onboarding,Mid-probation review,Day 60,2026-08-23,Not Started,,Manager
BP-91520,EMP7116,Onboarding,Probation decision,Day 90,2026-10-06,Completed,2026-10-20,Manager
BP-91521,EMP7116,Onboarding,90-day survey,Day 90,2026-10-05,Completed,2026-10-23,HR
BP-91522,EMP7117,Onboarding,Laptop issued,Day 1,2026-06-08,Completed,2026-06-16,Payroll
BP-91523,EMP7117,Onboarding,Email + SSO access,Day 1,2026-05-28,Completed,2026-06-08,IT
BP-91524,EMP7117,Onboarding,Building badge,Day 1,31/05/2026,Not Started,,Payroll
BP-91525,EMP7117,Onboarding,Team introduction,Day 1,2026-06-10,Completed,2026-06-22,HR
BP-91526,EMP7117,Onboarding,Compliance training assigned,Day 7,2026-06-12,Completed,2026-06-29,HR
BP-91527,EMP7117,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-23,Completed,2026-05-21,IT
BP-91528,EMP7117,Onboarding,First 1:1 scheduled,Day 7,2026-06-02,In Progress,,Payroll
BP-91529,EMP7117,Onboarding,Role goals set,Day 30,2026-06-18,Completed,2026-06-17,HR
BP-91530,EMP7117,Onboarding,Compliance Document signed,Day 30,2026-07-12,In Progress,,Manager
BP-91531,EMP7117,Onboarding,30-day check-in,Day 30,2026-07-10,Completed,2026-07-16,Manager
BP-91532,EMP7117,Onboarding,Mid-probation review,Day 60,2026-08-11,Not Started,,HR
BP-91533,EMP7117,Onboarding,Probation decision,Day 90,2026-08-22,Completed,2026-09-04,IT
BP-91534,EMP7117,Onboarding,90-day survey,Day 90,2026-09-08,Completed,2026-09-06,Payroll
BP-91535,EMP7118,Onboarding,Laptop issued,Day 1,2026-08-04,Completed,2026-08-01,Manager
BP-91536,EMP7118,Onboarding,Email + SSO access,Day 1,2026-08-19,Completed,2026-09-06,HR
BP-91537,EMP7118,Onboarding,Building badge,Day 1,2026-07-22,Completed,2026-07-31,HR
BP-91538,EMP7118,Onboarding,Team introduction,Day 1,2026-08-20,Completed,2026-08-26,HR
BP-91539,EMP7118,Onboarding,Compliance training assigned,Day 7,2026-08-05,Not Started,,HR
BP-91540,EMP7118,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-29,Completed,2026-08-09,Manager
BP-91541,EMP7118,Onboarding,First 1:1 scheduled,Day 7,2026-08-16,Completed,2026-08-12,Payroll
BP-91542,EMP7118,Onboarding,Role goals set,Day 30,2026-09-19,Completed,2026-09-16,Payroll
BP-91543,EMP7118,Onboarding,Compliance Document signed,Day 30,2026-08-20,Not Started,,Manager
BP-91544,EMP7118,Onboarding,30-day check-in,Day 30,2026-09-13,Completed,2026-10-01,Manager
BP-91545,EMP7118,Onboarding,Mid-probation review,Day 60,2026-09-22,Completed,2026-10-06,HR
BP-91546,EMP7118,Onboarding,Probation decision,Day 90,2026-10-25,Completed,2026-10-26,Manager
BP-91547,EMP7118,Onboarding,90-day survey,Day 90,2026-10-31,Completed,2026-11-05,HR
BP-91548,EMP7119,Onboarding,Laptop issued,Day 1,2026-07-16,Completed,2026-08-03,IT
BP-91549,EMP7119,Onboarding,Email + SSO access,Day 1,2026-07-20,Not Started,,HR
BP-91550,EMP7119,Onboarding,Building badge,Day 1,2026-07-10,Completed,2026-07-15,HR
BP-91551,EMP7119,Onboarding,Team introduction,Day 1,2026-06-27,Completed,2026-06-27,HR
BP-91552,EMP7119,Onboarding,Compliance training assigned,Day 7,2026-07-22,Completed,2026-07-21,IT
BP-91553,EMP7119,Onboarding,Policy handbook acknowledgement,Day 7,21/07/2026,Not Started,,Manager
BP-91554,EMP7119,Onboarding,First 1:1 scheduled,Day 7,2026-07-05,Completed,2026-07-12,HR
BP-91555,EMP7119,Onboarding,Role goals set,Day 30,2026-08-22,Completed,2026-09-05,Manager
BP-91556,EMP7119,Onboarding,Compliance Document signed,Day 30,2026-08-16,Completed,2026-08-30,Manager
BP-91557,EMP7119,Onboarding,30-day check-in,Day 30,2026-08-17,Completed,2026-09-01,IT
BP-91558,EMP7119,Onboarding,Mid-probation review,Day 60,2026-08-27,Completed,2026-09-05,Payroll
BP-91559,EMP7119,Onboarding,Probation decision,Day 90,2026-09-25,Completed,2026-09-24,Manager
BP-91560,EMP7119,Onboarding,90-day survey,Day 90,2026-10-23,Completed,2026-11-03,Payroll
BP-91561,EMP7120,Onboarding,Laptop issued,Day 1,2026-05-15,Completed,2026-05-23,Manager
BP-91562,EMP7120,Onboarding,Email + SSO access,Day 1,2026-05-24,Completed,2026-06-06,IT
BP-91563,EMP7120,Onboarding,Building badge,Day 1,2026-05-19,In Progress,,Payroll
BP-91564,EMP7120,Onboarding,Team introduction,Day 1,2026-06-02,Completed,2026-06-02,HR
BP-91565,EMP7120,Onboarding,Compliance training assigned,Day 7,2026-06-06,In Progress,,IT
BP-91566,EMP7120,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-18,Completed,2026-06-14,Payroll
BP-91567,EMP7120,Onboarding,First 1:1 scheduled,Day 7,2026-05-31,Not Started,,Manager
BP-91568,EMP7120,Onboarding,Role goals set,Day 30,2026-06-17,Completed,2026-06-12,IT
BP-91569,EMP7120,Onboarding,Compliance Document signed,Day 30,2026-06-14,Completed,2026-06-21,IT
BP-91570,EMP7120,Onboarding,30-day check-in,Day 30,2026-07-06,Completed,2026-07-11,IT
BP-91571,EMP7120,Onboarding,Mid-probation review,Day 60,2026-08-10,Completed,2026-08-21,IT
BP-91572,EMP7120,Onboarding,Probation decision,Day 90,2026-08-28,Completed,2026-09-02,HR
BP-91573,EMP7120,Onboarding,90-day survey,Day 90,2026-08-22,Not Started,,Manager
BP-91574,EMP7121,Onboarding,Laptop issued,Day 1,2026-06-08,Completed,2026-06-17,Manager
BP-91575,EMP7121,Onboarding,Email + SSO access,Day 1,2026-05-16,Completed,2026-05-12,Payroll
BP-91576,EMP7121,Onboarding,Building badge,Day 1,2026-05-22,Completed,2026-05-15,Manager
BP-91577,EMP7121,Onboarding,Team introduction,Day 1,2026-05-23,Completed,2026-06-06,Manager
BP-91578,EMP7121,Onboarding,Compliance training assigned,Day 7,2026-06-03,Completed,2026-06-10,Payroll
BP-91579,EMP7121,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-04,Completed,2026-06-18,Manager
BP-91580,EMP7121,Onboarding,First 1:1 scheduled,Day 7,2026-06-04,In Progress,,Payroll
BP-91581,EMP7121,Onboarding,Role goals set,Day 30,2026-07-10,Not Started,,HR
BP-91582,EMP7121,Onboarding,Compliance Document signed,Day 30,16/06/2026,Completed,2026-06-10,HR
BP-91583,EMP7121,Onboarding,30-day check-in,Day 30,2026-07-10,Completed,2026-07-07,HR
BP-91584,EMP7121,Onboarding,Mid-probation review,Day 60,2026-08-05,In Progress,,IT
BP-91585,EMP7121,Onboarding,Probation decision,Day 90,2026-08-30,Not Started,,HR
BP-91586,EMP7121,Onboarding,90-day survey,Day 90,2026-08-30,Completed,2026-09-07,HR
BP-91587,EMP7122,Onboarding,Laptop issued,Day 1,2026-08-06,Completed,2026-08-05,Manager
BP-91588,EMP7122,Onboarding,Email + SSO access,Day 1,2026-08-14,Completed,2026-08-16,Payroll
BP-91589,EMP7122,Onboarding,Building badge,Day 1,2026-08-02,Not Started,,Payroll
BP-91590,EMP7122,Onboarding,Team introduction,Day 1,2026-08-05,Completed,2026-08-15,Payroll
BP-91591,EMP7122,Onboarding,Compliance training assigned,Day 7,2026-08-25,Completed,2026-08-21,Payroll
BP-91592,EMP7122,Onboarding,Policy handbook acknowledgement,Day 7,2026-08-01,Completed,2026-08-19,Manager
BP-91593,EMP7122,Onboarding,First 1:1 scheduled,Day 7,2026-08-13,In Progress,,IT
BP-91594,EMP7122,Onboarding,Role goals set,Day 30,2026-09-10,Not Started,,Payroll
BP-91595,EMP7122,Onboarding,Compliance Document signed,Day 30,2026-09-01,Completed,2026-09-13,Manager
BP-91596,EMP7122,Onboarding,30-day check-in,Day 30,2026-09-01,Not Started,,HR
BP-91597,EMP7122,Onboarding,Mid-probation review,Day 60,2026-09-27,Completed,2026-10-14,IT
BP-91598,EMP7122,Onboarding,Probation decision,Day 90,2026-10-31,Completed,2026-11-15,Payroll
BP-91599,EMP7122,Onboarding,90-day survey,Day 90,2026-11-07,In Progress,,Manager
BP-91600,EMP7123,Onboarding,Laptop issued,Day 1,2026-05-31,Completed,2026-05-31,HR
BP-91601,EMP7123,Onboarding,Email + SSO access,Day 1,2026-06-05,Escalated,,Manager
BP-91602,EMP7123,Onboarding,Building badge,Day 1,2026-05-31,Completed,2026-05-29,HR
BP-91603,EMP7123,Onboarding,Team introduction,Day 1,2026-06-10,Escalated,,Manager
BP-91604,EMP7123,Onboarding,Compliance training assigned,Day 7,2026-06-13,Not Started,,HR
BP-91605,EMP7123,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-07,Completed,2026-06-14,Manager
BP-91606,EMP7123,Onboarding,First 1:1 scheduled,Day 7,2026-06-27,Completed,2026-07-10,HR
BP-91607,EMP7123,Onboarding,Role goals set,Day 30,2026-07-08,Not Started,,Payroll
BP-91608,EMP7123,Onboarding,Compliance Document signed,Day 30,2026-07-23,Completed,2026-07-31,HR
BP-91609,EMP7123,Onboarding,30-day check-in,Day 30,2026-07-12,Completed,2026-07-16,Manager
BP-91610,EMP7123,Onboarding,Mid-probation review,Day 60,2026-08-04,In Progress,,Manager
BP-91611,EMP7123,Onboarding,Probation decision,Day 90,28/08/2026,Escalated,,Manager
BP-91612,EMP7123,Onboarding,90-day survey,Day 90,2026-09-20,Completed,2026-10-01,HR
BP-91613,EMP7124,Onboarding,Laptop issued,Day 1,2026-07-10,In Progress,,Manager
BP-91614,EMP7124,Onboarding,Email + SSO access,Day 1,2026-06-29,Completed,2026-07-07,IT
BP-91615,EMP7124,Onboarding,Building badge,Day 1,2026-07-11,Not Started,,HR
BP-91616,EMP7124,Onboarding,Team introduction,Day 1,2026-07-17,Not Started,,HR
BP-91617,EMP7124,Onboarding,Compliance training assigned,Day 7,2026-08-01,In Progress,,Payroll
BP-91618,EMP7124,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-12,Completed,2026-07-17,Payroll
BP-91619,EMP7124,Onboarding,First 1:1 scheduled,Day 7,2026-08-01,In Progress,,IT
BP-91620,EMP7124,Onboarding,Role goals set,Day 30,2026-07-30,Completed,2026-08-12,IT
BP-91621,EMP7124,Onboarding,Compliance Document signed,Day 30,2026-08-21,Completed,2026-08-29,Manager
BP-91622,EMP7124,Onboarding,30-day check-in,Day 30,2026-08-04,In Progress,,Payroll
BP-91623,EMP7124,Onboarding,Mid-probation review,Day 60,2026-09-11,Completed,2026-09-04,Payroll
BP-91624,EMP7124,Onboarding,Probation decision,Day 90,2026-10-10,Completed,2026-10-15,Payroll
BP-91625,EMP7124,Onboarding,90-day survey,Day 90,2026-10-08,Not Started,,IT
BP-91626,EMP7125,Onboarding,Laptop issued,Day 1,2026-07-08,Completed,2026-07-18,Payroll
BP-91627,EMP7125,Onboarding,Email + SSO access,Day 1,2026-07-21,In Progress,,Payroll
BP-91628,EMP7125,Onboarding,Building badge,Day 1,2026-06-30,Not Started,,Manager
BP-91629,EMP7125,Onboarding,Team introduction,Day 1,2026-07-02,Completed,2026-07-20,Manager
BP-91630,EMP7125,Onboarding,Compliance training assigned,Day 7,2026-07-04,Completed,2026-07-09,IT
BP-91631,EMP7125,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-13,In Progress,,Manager
BP-91632,EMP7125,Onboarding,First 1:1 scheduled,Day 7,2026-07-27,Not Started,,Manager
BP-91633,EMP7125,Onboarding,Role goals set,Day 30,2026-08-14,Completed,2026-08-16,HR
BP-91634,EMP7125,Onboarding,Compliance Document signed,Day 30,2026-08-01,Completed,2026-07-26,IT
BP-91635,EMP7125,Onboarding,30-day check-in,Day 30,2026-08-22,Not Started,,Payroll
BP-91636,EMP7125,Onboarding,Mid-probation review,Day 60,2026-09-07,In Progress,,Payroll
BP-91637,EMP7125,Onboarding,Probation decision,Day 90,2026-09-24,Completed,2026-09-19,Payroll
BP-91638,EMP7125,Onboarding,90-day survey,Day 90,2026-09-29,Not Started,,Manager
BP-91639,EMP7126,Onboarding,Laptop issued,Day 1,2026-08-07,Not Started,,Manager
BP-91640,EMP7126,Onboarding,Email + SSO access,Day 1,20/08/2026,Not Started,,Manager
BP-91641,EMP7126,Onboarding,Building badge,Day 1,2026-08-02,In Progress,,IT
BP-91642,EMP7126,Onboarding,Team introduction,Day 1,2026-08-15,Not Started,,Manager
BP-91643,EMP7126,Onboarding,Compliance training assigned,Day 7,2026-08-24,Completed,2026-08-18,HR
BP-91644,EMP7126,Onboarding,Policy handbook acknowledgement,Day 7,2026-08-03,Completed,2026-08-01,Payroll
BP-91645,EMP7126,Onboarding,First 1:1 scheduled,Day 7,2026-08-25,Completed,2026-09-08,HR
BP-91646,EMP7126,Onboarding,Role goals set,Day 30,2026-09-18,Completed,2026-09-16,Manager
BP-91647,EMP7126,Onboarding,Compliance Document signed,Day 30,2026-09-11,Completed,2026-09-23,HR
BP-91648,EMP7126,Onboarding,30-day check-in,Day 30,2026-09-04,In Progress,,HR
BP-91649,EMP7126,Onboarding,Mid-probation review,Day 60,2026-09-23,Completed,2026-10-09,Manager
BP-91650,EMP7126,Onboarding,Probation decision,Day 90,2026-10-25,Completed,2026-10-30,Payroll
BP-91651,EMP7126,Onboarding,90-day survey,Day 90,2026-10-24,Completed,2026-10-20,Manager
BP-91652,EMP7127,Onboarding,Laptop issued,Day 1,2026-08-11,In Progress,,Manager
